a  Lycodapus_extensus
a  Caelorinchus_shcherbachevi  Iwamoto_and_Merrett_1997
a  Hymenocephalus_adelscotti  Iwamoto_and_Merrett_1997
a  Hymenocephalus_megalops  Iwamoto_and_Merrett_1997
a  Lucigadus_acrolophus  Iwamoto_and_Merrett_1997
a  Nezumia_aspidentata  Iwamoto_and_Merrett_1997
a  Nezumia_cliveri  Iwamoto_and_Merrett_1997
a  Nezumia_coheni  Iwamoto_and_Merrett_1997
a  Ventrifossa_vinolenta  Iwamoto_and_Merrett_1997
a  Coryphaenoides_myersi  Iwamoto_and_Sazonov_1988
a  Coryphaenoides_oreinos  Iwamoto_and_Sazonov_1988
a  Kumba_calvifrons  Iwamoto_and_Sazonov_1994
a  Kumba_gymnorhynchus  Iwamoto_and_Sazonov_1994
a  Kumba_punctulata  Iwamoto_and_Sazonov_1994
a  Coryphaenoides_grahami  Iwamoto_and_Shcherbachev_1991
a  Coryphaenoides_mcmillani  Iwamoto_and_Shcherbachev_1991
a  Coryphaenoides_yaquinae  Iwamoto_and_Stein_1974
a  Caelorinchus_mediterraneus  Iwamoto_and_Ungaro_2002
a  Caelorinchus_amydrozosterus  Iwamoto_and_Williams_1999
a  Caelorinchus_charius  Iwamoto_and_Williams_1999
a  Caelorinchus_gaesorhynchus  Iwamoto_and_Williams_1999
a  Caelorinchus_goobala  Iwamoto_and_Williams_1999
a  Caelorinchus_lasti  Iwamoto_and_Williams_1999
a  Caelorinchus_mayiae  Iwamoto_and_Williams_1999
a  Caelorinchus_pardus  Iwamoto_and_Williams_1999
a  Caelorinchus_thurla  Iwamoto_and_Williams_1999
a  Gadomus_pepperi  Iwamoto_and_Williams_1999
a  Nezumia_kapala  Iwamoto_and_Williams_1999
a  Nezumia_leucoura  Iwamoto_and_Williams_1999
a  Nezumia_merretti  Iwamoto_and_Williams_1999
a  Nezumia_soela  Iwamoto_and_Williams_1999
a  Nezumia_wularnia  Iwamoto_and_Williams_1999
a  Trachonurus_yiwardaus  Iwamoto_and_Williams_1999
a  Ventrifossa_gomoni  Iwamoto_and_Williams_1999
a  Ventrifossa_paxtoni  Iwamoto_and_Williams_1999
a  Ventrifossa_sazonovi  Iwamoto_and_Williams_1999
a  Caelorinchus_trachycarus  Iwamoto_McMillan_and_Shcherbachev_1999
a  Caelorinchus_vityazae  Iwamoto_Shcherbachev_and_Marquardt_2004
a  Gerres_microphthalmus  Iwasuki_Kimura_and_Yoshino_2002
a  Vellitor_minutus  Iwata_1983
a  Stonogobiops_pentafasciata  Iwata_and_Hirata_1994
a  Odontobutis_interrupta  Iwata_and_Jeon_in_Iwata_Jeon_Mizuno_and_Choi_1985
a  Odontobutis_platycephala  Iwata_and_Jeon_in_Iwata_Jeon_Mizuno_and_Choi_1985
a  Odontobutis_hikimius  Iwata_and_Sakai_2002
a  Paedogobius_kimurai  Iwata_Hosoya_and_Larson_2001
a  Echinogobius_hayashii  Iwata_Hosoya_and_Niimura_1998
a  Tomiyamichthys_alleni  Iwata_Ohnishi_and_Hirata_2000
a  Gerres_phaiya  Iwatsuki_and_Heemstra_2001
a  Gerres_infasciatus  Iwatsuki_and_Kimura_1998
a  Gerres_chrysops  Iwatsuki_Kimura_and_Yoshino_1999
a  Gerres_silaceus  Iwatsuki_Kimura_and_Yoshino_2001
a  Hapalogenys_merguiensis  Iwatsuki_Satapoomin_and_Amaoka_2000
a  Bathyclarias_foveolatus  Jackson_1955
a  Bathyclarias_euryodon  Jackson_1959
a  Bathyclarias_filicibarbis  Jackson_1959
a  Bathyclarias_gigas  Jackson_1959
a  Bathyclarias_ilesi  Jackson_1959
a  Bathyclarias_rotundifrons  Jackson_1959
a  Bathyclarias_worthingtoni  Jackson_1959
a  Haplochromis_tweddlei  Jackson_1985
a  Ambophthalmos_eurystigmatephoros  Jackson_and_Nelson_1999
a  Neophrynichthys_heterospilos  Jackson_and_Nelson_2000
a  Callogobius_seshaiyai  Jacob_and_Rangarajan_1960
a  Leiognathus_jonesi  James_1971
a  Peltorhamphus_latus  James_1972
a  Peltorhamphus_tenuis  James_1972
a  Leiognathus_striatus  James_and_Badrudeen_1991
a  Allocyttus_niger  James_Inada_and_Nakamura_1988
a  Salmo_ferox  Jardine_1835
a  Hydrolycus_armatus  Jardine_and_Schomburgk_in_Schomburgk_1841
a  Hypostomus_squalinus  Jardine_and_Schomburgk_in_Schomburgk_1841
a  Liosomadoras_oncinus  Jardine_and_Schomburgk_in_Schomburgk_1841
a  Myleus_pacu  Jardine_and_Schomburgk_in_Schomburgk_1841
a  Platynematichthys_notatus  Jardine_and_Schomburgk_in_Schomburgk_1841
a  Prochilodus_rubrotaeniatus  Jardine_and_Schomburgk_in_Schomburgk_1841
a  Semaprochilodus_insignis  Jardine_and_Schomburgk_in_Schomburgk_1841
a  Petilipinnis_grunniens  Jardine_and_Schomburgk_in_Schomburgk_1843
a  Leporinus_nigrotaeniatus  Jardine_in_Schomburgk_1841
a  Myleus_schomburgkii  Jardine_in_Schomburgk_1841
a  Triportheus_rotundatus  Jardine_in_Schomburgk_1841
a  Heros_notatus  Jardine_in_Schomburgk_1843
a  Potamorrhaphis_guianensis  Jardine_in_Schomburgk_1843
a  Antennablennius_variopunctatus  Jatzow_and_Lenz_1898
a  Salmostoma_belachi  Jayaraj_Krishna_Rao_Ravichandra_Reddy_Shakuntala_and_Devaraj_1999
a  Mystus_horai  Jayaram_1954
a  Pareuchiloglanis_kamengensis  Jayaram_1966
a  Puntius_nangalensis  Jayaram_1990
a  Ossubtus_xinguense  Jegu_1992
a  Mylesinus_paucisquamatus  Jegu_and_dos_Santos_1988
a  Serrasalmus_geryi  Jegu_and_dos_Santos_1988
a  Acnodon_senai  Jegu_and_dos_Santos_1990
a  Mylesinus_paraschomburgkii  Jegu_dos_Santos_and_Ferreira_1989
a  Bryconexodon_trombetasi  Jegu_dos_Santos_and_Ferreira_1991
a  Tometes_lebaili  Jegu_Keith_and_Belmont
a  Myloplus_planquettei  Jegu_Keith_and_Le_Bail_2003
a  Serrasalmus_compressus  Jegu_Leao_and_dos_Santos_1991
a  Tometes_makue  Jegu_Mendes_dos_Santos_and_Belmont
a  Utiaritichthys_longidorsalis  Jegu_Tito_de_Morais_and_dos_Santos_1992
a  Citharichthys_gilberti  Jenkins_&_Evermann_1889
a  Canthigaster_jactator  Jenkins_1901
a  Iniistius_umbrilatus  Jenkins_1901
a  Novaculichthys_woodi  Jenkins_1901
a  Odontanthias_fuscipinnis  Jenkins_1901
a  Pseudocheilinus_octotaenia  Jenkins_1901
a  Scorpaenopsis_cacopsis  Jenkins_1901
a  Sphyraena_helleri  Jenkins_1901
a  Xyrichtys_umbrilatus  Jenkins_1901
a  Acanthurus_leucopareius  Jenkins_1903
a  Amblycirrhitus_bimacula  Jenkins_1903
a  Apogon_menesemus  Jenkins_1903
a  Calotomus_zonarchus  Jenkins_1903
a  Canthigaster_epilampra  Jenkins_1903
a  Cheilopogon_atrisignis  Jenkins_1903
a  Enchelyurus_brunneolus  Jenkins_1903
a  Enneapterygius_atriceps  Jenkins_1903
a  Eviota_epiphanes  Jenkins_1903
a  Foa_brachygramma  Jenkins_1903
a  Gymnothorax_gracilicauda  Jenkins_1903
a  Kelloggella_oligolepis  Jenkins_1903
a  Oxyurichthys_lonchotus  Jenkins_1903
a  Parupeneus_porphyreus  Jenkins_1903
a  Priacanthus_meeki  Jenkins_1903
a  Scorpaenodes_kelloggi  Jenkins_1903
a  Sebastapistes_coniorta  Jenkins_1903
a  Sebastapistes_galactacma  Jenkins_1903
a  Aphanius_persicus  Jenkins_1910
a  Glyptothorax_saisii  Jenkins_1910
a  Zebrias_synapturoides  Jenkins_1910
a  Neopomacentrus_aquadulcis  Jenkins_and_Allen_2002
a  Colpichthys_regis  Jenkins_and_Evermann_1889
a  Cosmocampus_arctus  Jenkins_and_Evermann_1889
a  Emblemaria_hypacanthus  Jenkins_and_Evermann_1889
a  Exerpes_asper  Jenkins_and_Evermann_1889
a  Gobiosoma_chiquita  Jenkins_and_Evermann_1889
a  Hermosilla_azurea  Jenkins_and_Evermann_1889
a  Leuresthes_sardina  Jenkins_and_Evermann_1889
a  Mycteroperca_jordani  Jenkins_and_Evermann_1889
a  Opistognathus_scops  Jenkins_and_Evermann_1889
a  Quietula_y  Jenkins_and_Evermann_1889
a  Scorpaena_sonorae  Jenkins_and_Evermann_1889
a  Mogurnda_maccuneae  Jenkins_Buston_and_Allen_2000
a  Mogurnda_mosa  Jenkins_Buston_and_Allen_2000
a  Etheostoma_percnurum  Jenkins_in_Jenkins_and_Burkhead_1994
a  Cottunculus_subspinosus  Jensen_1902
a  Lycenchelys_platyrhina  Jensen_1902
a  Lycodes_eudipleurostictus  Jensen_1902
a  Lycodonus_flagellicauda  Jensen_1902
a  Pachycara_microcephalum  Jensen_1902
a  Lycenchelys_kolthoffi  Jensen_1904
a  Lycodes_squamiventer  Jensen_1904
a  Caristius_groenlandicus  Jensen_1941
a  Triglops_nybelini  Jensen_1944
a  Svetovidovia_lucullus  Jensen_in_Koefoed_1953
a  Nerophis_lumbriciformis  Jenyns_1835
a  Acanthistius_patachonicus  Jenyns_1840
a  Agonopsis_chiloensis  Jenyns_1840
a  Calamus_taurinus  Jenyns_1840
a  Caulolatilus_princeps  Jenyns_1840
a  Epinephelus_labriformis  Jenyns_1840
a  Leviprora_inops  Jenyns_1840
a  Menticirrhus_ophicephalus  Jenyns_1840
a  Mycteroperca_olfax  Jenyns_1840
a  Orthopristis_cantharinus  Jenyns_1840
a  Paralabrax_albomaculatus  Jenyns_1840
a  Pelates_octolineatus  Jenyns_1840
a  Prionotus_miles  Jenyns_1840
a  Scorpaena_histrio  Jenyns_1840
a  Stegastes_imbricatus  Jenyns_1840
a  Auchenionchus_crinitus  Jenyns_1841
a  Basilichthys_microlepidotus  Jenyns_1841
a  Bathygobius_lineatus  Jenyns_1841
a  Odontesthes_incisa  Jenyns_1841
a  Parona_signata  Jenyns_1841
a  Trachurus_declivis  Jenyns_1841
a  Acanthoclinus_fuscus  Jenyns_1842
a  Aplochiton_taeniatus  Jenyns_1842
a  Aplochiton_zebra  Jenyns_1842
a  Arcos_poecilophthalmos  Jenyns_1842
a  Astyanax_abramis  Jenyns_1842
a  Astyanax_scabripinnis  Jenyns_1842
a  Astyanax_taeniatus  Jenyns_1842
a  Brevoortia_pectinata  Jenyns_1842
a  Cheirodon_interruptus  Jenyns_1842
a  Cichlasoma_facetum  Jenyns_1842
a  Cnesterodon_decemmaculatus  Jenyns_1842
a  Corydoras_paleatus  Jenyns_1842
a  Corythoichthys_conspicillatus  Jenyns_1842
a  Cynoscion_analis  Jenyns_1842
a  Engraulis_ringens  Jenyns_1842
a  Galaxias_maculatus  Jenyns_1842
a  Gobiesox_marmoratus  Jenyns_1842
a  Grahamina_capito  Jenyns_1842
a  Halicampus_crinitus  Jenyns_1842
a  Iluocoetes_fimbriatus  Jenyns_1842
a  Jenynsia_lineata  Jenyns_1842
a  Jenynsia_multidentata  Jenyns_1842
a  Maynea_puncta  Jenyns_1842
a  Micrognathus_crinitus  Jenyns_1842
a  Muraena_lentiginosa  Jenyns_1842
a  Phucocoetes_latitans  Jenyns_1842
a  Ramnogaster_arcuata  Jenyns_1842
a  Rhamdella_exsudans  Jenyns_1842
a  Sardinops_sagax  Jenyns_1842
a  Semicossyphus_darwini  Jenyns_1842
a  Sphoeroides_angusticeps  Jenyns_1842
a  Sphoeroides_annulatus  Jenyns_1842
a  Sprattus_fuegensis  Jenyns_1842
a  Syngnathus_acicularis  Jenyns_1842
a  Pseudopungtungia_tenuicorpus  Jeon_and_Choi_1980
a  Barbodes_carnaticus  Jerdon_1849
a  Barilius_canarensis  Jerdon_1849
a  Bhavania_australis  Jerdon_1849
a  Devario_malabaricus  Jerdon_1849
a  Esomus_barbatus  Jerdon_1849
a  Garra_mcclellandi  Jerdon_1849
a  Hemibagrus_punctatus  Jerdon_1849
a  Labeo_kontius  Jerdon_1849
a  Macrognathus_malabaricus  Jerdon_1849
a  Mystus_malabaricus  Jerdon_1849
a  Mystus_montanus  Jerdon_1849
a  Oryzias_carnaticus  Jerdon_1849
a  Pristolepis_marginata  Jerdon_1849
a  Puntius_arulius  Jerdon_1849
a  Puntius_dorsalis  Jerdon_1849
a  Puntius_fasciatus  Jerdon_1849
a  Rasbora_caverii  Jerdon_1849
a  Margrethia_obtusirostra  Jespersen_and_Taning_1919
a  Cyclothone_braueri  Jespersen_and_Taning_1926
a  Cyclothone_pygmaea  Jespersen_and_Taning_1926
a  Eviota_albolineata  Jewett_and_Lachner_1983
a  Eviota_cometa  Jewett_and_Lachner_1983
a  Eviota_japonica  Jewett_and_Lachner_1983
a  Eviota_latifasciata  Jewett_and_Lachner_1983
a  Eviota_punctulata  Jewett_and_Lachner_1983
a  Eviota_sigillata  Jewett_and_Lachner_1983
a  Eviota_sparsa  Jewett_and_Lachner_1983
a  Sinocyclocheilus_guilinensis  Ji_in_Zhou_1985
a  Alestes_baremoze  Joannis_1835
a  Chelaethiops_bibie  Joannis_1835
a  Ichthyborus_besse  Joannis_1835
a  Leptocypris_niloticus  Joannis_1835
a  Mochokus_niloticus  Joannis_1835
a  Nannocharax_niloticus  Joannis_1835
a  Aseraggodes_steinitzi  Joglekar_1971
a  Zebrias_keralensis  Joglekar_1976
a  Barbus_yeiensis  Johnsen_1926
a  Clarias_engelseni  Johnsen_1926
a  Synclidopus_hogani  Johnson_&_Randall_2008
a  Gymnothorax_maderensis  Johnson_1862
a  Laemonema_robustum  Johnson_1862
a  Nesiarchus_nasutus  Johnson_1862
a  Setarches_guentheri  Johnson_1862
a  Synaphobranchus_kaupii  Johnson_1862
a  Neoscopelus_macrolepidotus  Johnson_1863
a  Notoscopelus_caudispinosus  Johnson_1863
a  Chiasmodon_niger  Johnson_1864
a  Diretmus_argenteus  Johnson_1864
a  Halosaurus_ovenii  Johnson_1864
a  Nealotus_tripes  Johnson_1865
a  Gephyroberyx_darwinii  Johnson_1866
a  Lampanyctus_pusillus  Johnson_1890
a  Manducus_maderensis  Johnson_1890
a  Manducus_greyae  Johnson_1970
a  Callionymus_moretonensis  Johnson_1971
a  Scopelarchoides_kreffti  Johnson_1972
a  Aulonocara_jacobfreibergi  Johnson_1974
a  Labidochromis_freibergi  Johnson_1974
a  Melanochromis_joanjohnsonae  Johnson_1974
a  Pseudotropheus_modestus  Johnson_1974
a  Pseudotropheus_socolofi  Johnson_1974
a  Rosenblattichthys_hubbsi  Johnson_1974
a  Scopelarchoides_climax  Johnson_1974
a  Scopelarchoides_danae  Johnson_1974
a  Scopelarchoides_signifer  Johnson_1974
a  Scopelarchus_stephensi  Johnson_1974
a  Bolinichthys_distofax  Johnson_1975
a  Melanochromis_chipokae  Johnson_1975
a  Melanochromis_interruptus  Johnson_1975
a  Melanochromis_loriae  Johnson_1975
a  Microchromis_zebroides  Johnson_1975
a  Callionymus_russelli  Johnson_1976
a  Melanochromis_mellitus  Johnson_1976
a  Pseudotropheus_purpuratus  Johnson_1976
a  Melanochromis_robustus  Johnson_1985
a  Naso_mcdadei  Johnson_2002
a  Cocotropus_microps  Johnson_2004
a  Pseudopataecus_taenianotus  Johnson_2004
a  Acanthemblemaria_paula  Johnson_and_Brothers_1989
a  Dysalotus_oligoscolus  Johnson_and_Cohen_1974
a  Kali_parri  Johnson_and_Cohen_1974
a  Vinciguerria_mabahiss  Johnson_and_Feltes_1984
a  Evermannella_ahlstromi  Johnson_and_Glodek_1975
a  Evermannella_megalops  Johnson_and_Glodek_1975
a  Emblemaria_hyltoni  Johnson_and_Greenfield_1976
a  Diagramma_melanacrum  Johnson_and_Randall_in_Johnson_Randall_and_Chenoweth_2001
a  Eustomias_gibbsi  Johnson_and_Rosenblatt_1971
a  Horalabiosa_arunachalami  Johnson_and_Soranam_2001
a  Parmops_echinatus  Johnson_Seeto_and_Rosenblatt_2001
a  Afurcagobius_tamarensis  Johnston_1883
a  Galaxias_auratus  Johnston_1883
a  Lovettia_sealii  Johnston_1883
a  Siphonognathus_beddomei  Johnston_1885
a  Carapus_bermudensis  Jones_1874
a  Abudefduf_manikfani  Jones_and_Kumaran_1970
a  Cyclopsetta_querna  Jordan_&_Bollman_1890
a  Engyophrys_sanctilaurentii  Jordan_&_Bollman_1890
a  Symphurus_atramentatus  Jordan_&_Bollman_1890
a  Symphurus_leei  Jordan_&_Bollman_1890
a  Symphurus_williamsi  Jordan_&_Culver_in_Jordan_1895
a  Engyprosopon_arenicola  Jordan_&_Evermann_1903
a  Engyprosopon_hawaiiensis  Jordan_&_Evermann_1903
a  Hippocampus_hilonis  Jordan_&_Evermann_1903
a  Brachaluteres_ulvarum  Jordan_&_Fowler_1902
a  Rudarius_ercodes  Jordan_&_Fowler_1902
a  Atheresthes_stomias  Jordan_&_Gilbert_1880
a  Hippoglossoides_elassodon  Jordan_&_Gilbert_1880
a  Lyopsetta_exilis  Jordan_&_Gilbert_1880
a  Pleuronichthys_verticalis  Jordan_&_Gilbert_1880
a  Symphurus_atricaudus  Jordan_&_Gilbert_1880
a  Xystreurys_liolepis  Jordan_&_Gilbert_1880
a  Pleuronichthys_decurrens  Jordan_&_Gilbert_1881
a  Citharichthys_stigmaeus  Jordan_&_Gilbert_1882
a  Etropus_crossotus  Jordan_&_Gilbert_1882
a  Paralichthys_albigutta  Jordan_&_Gilbert_1882
a  Paralichthys_squamilentus  Jordan_&_Gilbert_1882
a  Syacium_latifrons  Jordan_&_Gilbert_1882
a  Xanthichthys_mento  Jordan_&_Gilbert_1882
a  Ancylopsetta_ommata  Jordan_&_Gilbert_1883
a  Verasper_moseri  Jordan_&_Gilbert_in_Jordan_&_Evermann_1898
a  Paralichthys_lethostigma  Jordan_&_Gilbert_in_Jordan_&_Meek_1884
a  Chilomycterus_antillarum  Jordan_&_Rutter_1897
a  Corythoichthys_waitei  Jordan_&_Seale_1906
a  Pseudopleuronectes_herzensteini  Jordan_&_Snyder_1901
a  Takifugu_exascurus  Jordan_&_Snyder_1901
a  Takifugu_niphobles  Jordan_&_Snyder_1901
a  Atheresthes_evermanni  Jordan_&_Starks_1904
a  Cleisthenes_pinetorum  Jordan_&_Starks_1904
a  Dexistes_rikuzenius  Jordan_&_Starks_1904
a  Microstomus_achne  Jordan_&_Starks_1904
a  Poecilopsetta_plinthus  Jordan_&_Starks_1904
a  Psettina_iijimae  Jordan_&_Starks_1904
a  Tanakius_kitaharae  Jordan_&_Starks_1904
a  Crossorhombus_kobensis  Jordan_&_Starks_1906
a  Pseudobalistes_naufragium  Jordan_&_Starks_in_Jordan_1895
a  Paralichthys_woolmani  Jordan_&_Williams_in_Gilbert_1897
a  Ameiurus_brunneus  Jordan_1877
a  Ammocrypta_beanii  Jordan_1877
a  Cyprinella_caerulea  Jordan_1877
a  Cyprinella_callisema  Jordan_1877
a  Cyprinella_callistia  Jordan_1877
a  Cyprinella_stigmatura  Jordan_1877
a  Cyprinella_xaenura  Jordan_1877
a  Elassoma_zonatum  Jordan_1877
a  Etheostoma_atripinne  Jordan_1877
a  Etheostoma_squamiceps  Jordan_1877
a  Etheostoma_stigmaeum  Jordan_1877
a  Fundulus_stellifera  Jordan_1877
a  Hybopsis_rubrifrons  Jordan_1877
a  Hypentelium_etowanum  Jordan_1877
a  Lepomis_miniatus  Jordan_1877
a  Lythrurus_lirus  Jordan_1877
a  Moxostoma_poecilurum  Jordan_1877
a  Notropis_chrosomus  Jordan_1877
a  Notropis_stilbius  Jordan_1877
a  Notropis_xaenocephalus  Jordan_1877
a  Noturus_eleutherus  Jordan_1877
a  Noturus_leptacanthus  Jordan_1877
a  Noturus_miurus  Jordan_1877
a  Percina_copelandi  Jordan_1877
a  Phenacobius_catostomus  Jordan_1877
a  Pteronotropis_grandipinnis  Jordan_1877
a  Semotilus_thoreauianus  Jordan_1877
a  Chasmistes_liorus  Jordan_1878
a  Crystallaria_asprella  Jordan_1878
a  Chirostoma_estor  Jordan_1880
a  Etheostoma_virgatum  Jordan_1880
a  Goodea_atripinnis  Jordan_1880
a  Lucania_goodei  Jordan_1880
a  Luxilus_zonistius  Jordan_1880
a  Yuriria_alta  Jordan_1880
a  Hypsoblennius_gilberti  Jordan_1882
a  Ahlia_egmontis  Jordan_1884
a  Aruma_histrio  Jordan_1884
a  Bascanichthys_bascanium  Jordan_1884
a  Elassoma_evergladei  Jordan_1884
a  Etheostoma_swaini  Jordan_1884
a  Leptolucania_ommata  Jordan_1884
a  Cyprinella_garmani  Jordan_1885
a  Hybognathus_hayi  Jordan_1885
a  Moxostoma_valenciennesi  Jordan_1885
a  Prionotus_rubio  Jordan_1886
a  Prognathodes_aya  Jordan_1886
a  Synodus_poeyi  Jordan_1887
a  Etheostoma_longimanum  Jordan_1888
a  Mycteroperca_xenarcha  Jordan_1888
a  Ribeiroclinus_eigenmanni  Jordan_1888
a  Cichlasoma_beani  Jordan_1889
a  Etheostoma_australe  Jordan_1889
a  Luxilus_albeolus  Jordan_1889
a  Poecilia_butleri  Jordan_1889
a  Corvula_sanctaeluciae  Jordan_1890
a  Symphodus_doderleini  Jordan_1890
a  Paralichthys_isosceles  Jordan_1891
a  Xystreurys_rasile  Jordan_1891
a  Oncorhynchus_aguabonita  Jordan_1892
a  Zaprora_silenus  Jordan_1896
a  Antennarius_scriptissimus  Jordan_1902
a  Lophius_litulon  Jordan_1902
a  Malthopsis_tiarella  Jordan_1902
a  Heniochus_diphreutes  Jordan_1903
a  Cottiusculus_gonez  Jordan_1904
a  Elacatinus_oceanops  Jordan_1904
a  Gnatholepis_thompsoni  Jordan_1904
a  Labrisomus_kalisherae  Jordan_1904
a  Hoplichthys_regani  Jordan_1908
a  Lampanyctus_reinhardti  Jordan_1921
a  Roa_excelsa  Jordan_1921
a  Cantherhines_verecundus  Jordan_1925
a  Hazeus_nephodes  Jordan_1925
a  Moringua_edwardsi  Jordan_and_Bollman_1889
a  Bellator_xenisma  Jordan_and_Bollman_1890
a  Bregmaceros_bathymaster  Jordan_and_Bollman_1890
a  Diplectrum_euryplectrum  Jordan_and_Bollman_1890
a  Kathetostoma_averruncus  Jordan_and_Bollman_1890
a  Larimus_pacificus  Jordan_and_Bollman_1890
a  Lepophidium_prorates  Jordan_and_Bollman_1890
a  Membras_gilberti  Jordan_and_Bollman_1890
a  Ophichthus_rugifer  Jordan_and_Bollman_1890
a  Otophidium_indefatigabile  Jordan_and_Bollman_1890
a  Paralonchurus_rathbuni  Jordan_and_Bollman_1890
a  Plagiotremus_azaleus  Jordan_and_Bollman_1890
a  Prionotus_albirostris  Jordan_and_Bollman_1890
a  Quassiremus_evionthas  Jordan_and_Bollman_1890
a  Rhynchoconger_nitens  Jordan_and_Bollman_1890
a  Scorpaena_russula  Jordan_and_Bollman_1890
a  Serranus_stilbostigma  Jordan_and_Bollman_1890
a  Synodus_evermanni  Jordan_and_Bollman_1890
a  Xenocys_jessiae  Jordan_and_Bollman_1890
a  Moxostoma_lacerum  Jordan_and_Brayton_1877
a  Cyprinella_chloristia  Jordan_and_Brayton_1878
a  Etheostoma_inscriptum  Jordan_and_Brayton_1878
a  Etheostoma_thalassinum  Jordan_and_Brayton_1878
a  Hybopsis_zanema  Jordan_and_Brayton_1878
a  Notropis_lutipinnis  Jordan_and_Brayton_1878
a  Percina_crassa  Jordan_and_Brayton_1878
a  Etheostoma_jessiae  Jordan_and_Brayton_in_Jordan_1878
a  Larimus_acclivis  Jordan_and_Bristol_in_Jordan_and_Evermann_1898
a  Percina_evides  Jordan_and_Copeland_in_Jordan_1877
a  Laemonema_verecundum  Jordan_and_Cramer_in_Gilbert_1897
a  Anchoa_scofieldi  Jordan_and_Culver_in_Jordan_1895
a  Atherinella_crystallina  Jordan_and_Culver_in_Jordan_1895
a  Mugil_hospes  Jordan_and_Culver_in_Jordan_1895
a  Poeciliopsis_presidionis  Jordan_and_Culver_in_Jordan_1895
a  Pseudophallus_starksii  Jordan_and_Culver_in_Jordan_1895
a  Gordiichthys_irretitus  Jordan_and_Davis_1891
a  Gymnothorax_saxicola  Jordan_and_Davis_1891
a  Pseudomyrophis_frio  Jordan_and_Davis_1891
a  Ctenogobius_shufeldti  Jordan_and_Eigenmann_1887
a  Pareques_umbrosus  Jordan_and_Eigenmann_1889
a  Morone_mississippiensis  Jordan_and_Eigenmann_in_Eigenmann_1887
a  Callechelys_muraena  Jordan_and_Evermann_1887
a  Centropristis_ocyurus  Jordan_and_Evermann_1887
a  Prionotus_roseus  Jordan_and_Evermann_1887
a  Taractes_rubescens  Jordan_and_Evermann_1887
a  Etheostoma_tippecanoe  Jordan_and_Evermann_1890
a  Chirostoma_bartoni  Jordan_and_Evermann_1896
a  Macrhybopsis_meeki  Jordan_and_Evermann_1896
a  Notropis_braytoni  Jordan_and_Evermann_1896
a  Trachinotus_goodei  Jordan_and_Evermann_1896
a  Artediellus_atlanticus  Jordan_and_Evermann_1898
a  Characodon_garmani  Jordan_and_Evermann_1898
a  Emblemaria_atlantica  Jordan_and_Evermann_1898
a  Liparis_atlanticus  Jordan_and_Evermann_1898
a  Ophioblennius_steindachneri  Jordan_and_Evermann_1898
a  Pomadasys_bayanus  Jordan_and_Evermann_1898
a  Sebastes_aleutianus  Jordan_and_Evermann_1898
a  Bleekeria_mitsukurii  Jordan_and_Evermann_1902
a  Ecsenius_namiyei  Jordan_and_Evermann_1902
a  Eleutheronema_rhadinum  Jordan_and_Evermann_1902
a  Iniistius_verrens  Jordan_and_Evermann_1902
a  Metzia_mesembrinum  Jordan_and_Evermann_1902
a  Pempheris_nyctereutes  Jordan_and_Evermann_1902
a  Sillago_aeolus  Jordan_and_Evermann_1902
a  Xyrichtys_verrens  Jordan_and_Evermann_1902
a  Apogonichthys_waikiki  Jordan_and_Evermann_1903
a  Atherinomorus_insularum  Jordan_and_Evermann_1903
a  Bodianus_sanguineus  Jordan_and_Evermann_1903
a  Gymnothorax_steindachneri  Jordan_and_Evermann_1903
a  Hippocampus_fisheri  Jordan_and_Evermann_1903
a  Iniistius_baldwini  Jordan_and_Evermann_1903
a  Iracundus_signifer  Jordan_and_Evermann_1903
a  Liopropoma_aurora  Jordan_and_Evermann_1903
a  Myripristis_berndti  Jordan_and_Evermann_1903
a  Myripristis_chryseres  Jordan_and_Evermann_1903
a  Ophichthus_fowleri  Jordan_and_Evermann_1903
a  Parupeneus_chrysonemus  Jordan_and_Evermann_1903
a  Plectranthias_kelloggi  Jordan_and_Evermann_1903
a  Plectroglyphidodon_sindonis  Jordan_and_Evermann_1903
a  Priacanthus_alalaua  Jordan_and_Evermann_1903
a  Priolepis_eugenius  Jordan_and_Evermann_1903
a  Priolepis_farcimen  Jordan_and_Evermann_1903
a  Pseudocheilinus_evanidus  Jordan_and_Evermann_1903
a  Pterois_sphex  Jordan_and_Evermann_1903
a  Sargocentron_ensifer  Jordan_and_Evermann_1903
a  Sargocentron_xantherythrum  Jordan_and_Evermann_1903
a  Sectator_azureus  Jordan_and_Evermann_1903
a  Upeneus_arge  Jordan_and_Evermann_1903
a  Xyrichtys_baldwini  Jordan_and_Evermann_1903
a  Coregonus_zenithicus  Jordan_and_Evermann_1909
a  Alosa_alabamae  Jordan_and_Evermann_in_Evermann_1896
a  Etheostoma_swannanoa  Jordan_and_Evermann_in_Jordan_1889
a  Noturus_gilberti  Jordan_and_Evermann_in_Jordan_1889
a  Percina_rex  Jordan_and_Evermann_in_Jordan_1889
a  Hypsoblennius_jenkinsi  Jordan_and_Evermann_in_Jordan_1896
a  Orthopristis_lethopristis  Jordan_and_Fesler_1889
a  Aspasmichthys_ciconiae  Jordan_and_Fowler_1902
a  Chaetodon_daedalma  Jordan_and_Fowler_1902
a  Davidijordania_poecilimon  Jordan_and_Fowler_1902
a  Ophidion_asiro  Jordan_and_Fowler_1902
