a  Lycodapus_extensus
a  Pollimyrus_tumifrons  Boulenger_1902
a  Raiamas_longirostris  Boulenger_1902
a  Rineloricaria_jubata  Boulenger_1902
a  Sturisoma_frenatum  Boulenger_1902
a  Synodontis_longirostris  Boulenger_1902
a  Synodontis_multimaculatus  Boulenger_1902
a  Synodontis_smiti  Boulenger_1902
a  Tetracamphilius_angustifrons  Boulenger_1902
a  Tetraodon_miurus  Boulenger_1902
a  Trachyglanis_minutus  Boulenger_1902
a  Trematomus_bernacchii  Boulenger_1902
a  Trematomus_hansoni  Boulenger_1902
a  Trematomus_newnesi  Boulenger_1902
a  Trematomus_nicolai  Boulenger_1902
a  Tripterophycis_gilchristi  Boulenger_1902
a  Alestes_batesii  Boulenger_1903
a  Aphyosemion_cameronense  Boulenger_1903
a  Aphyosemion_loennbergii  Boulenger_1903
a  Astroblepus_orientalis  Boulenger_1903
a  Barbus_anema  Boulenger_1903
a  Barbus_batesii  Boulenger_1903
a  Barbus_jae  Boulenger_1903
a  Barbus_lineomaculatus  Boulenger_1903
a  Barbus_nigeriensis  Boulenger_1903
a  Barbus_progenys  Boulenger_1903
a  Barbus_stigmatopygus  Boulenger_1903
a  Barbus_taeniurus  Boulenger_1903
a  Brycinus_brevis  Boulenger_1903
a  Brycinus_intermedius  Boulenger_1903
a  Brycinus_opisthotaenia  Boulenger_1903
a  Caecomastacembelus_sclateri  Boulenger_1903
a  Clarias_pachynema  Boulenger_1903
a  Epinephelus_albomarginatus  Boulenger_1903
a  Epinephelus_andersoni  Boulenger_1903
a  Labeo_annectens  Boulenger_1903
a  Labeo_falcipinnis  Boulenger_1903
a  Labeo_kirkii  Boulenger_1903
a  Microsynodontis_batesii  Boulenger_1903
a  Nannocharax_intermedius  Boulenger_1903
a  Parananochromis_longirostris  Boulenger_1903
a  Petrocephalus_ansorgii  Boulenger_1903
a  Phenacogrammus_major  Boulenger_1903
a  Phractura_longicauda  Boulenger_1903
a  Synodontis_melanopterus  Boulenger_1903
a  Amphilius_atesuensis  Boulenger_1904
a  Barbus_ansorgii  Boulenger_1904
a  Barbus_eutaenia  Boulenger_1904
a  Barbus_holotaenia  Boulenger_1904
a  Barbus_micronema  Boulenger_1904
a  Barbus_walkeri  Boulenger_1904
a  Chiloglanis_batesii  Boulenger_1904
a  Chiloglanis_cameronensis  Boulenger_1904
a  Chiloglanis_modjensis  Boulenger_1904
a  Garra_makiensis  Boulenger_1904
a  Lacustricola_macrurus  Boulenger_1904
a  Procatopus_nototaenia  Boulenger_1904
a  Synodontis_resupinatus  Boulenger_1904
a  Alestes_humilis  Boulenger_1905
a  Amarginops_mabusi  Boulenger_1905
a  Barbus_ksibi  Boulenger_1905
a  Caecomastacembelus_ansorgii  Boulenger_1905
a  Caecomastacembelus_signatus  Boulenger_1905
a  Chrysichthys_duttoni  Boulenger_1905
a  Hippopotamyrus_ansorgii  Boulenger_1905
a  Hippopotamyrus_harringtoni  Boulenger_1905
a  Paratilapia_toddi  Boulenger_1905
a  Serranochromis_carlottae  Boulenger_1905
a  Serranochromis_mellandi  Boulenger_1905
a  Synodontis_nigromaculatus  Boulenger_1905
a  Alestes_rhodopleura  Boulenger_1906
a  Atopochilus_macrocephalus  Boulenger_1906
a  Bagrus_degeni  Boulenger_1906
a  Barbus_magdalenae  Boulenger_1906
a  Bathybagrus_sianenna  Boulenger_1906
a  Bathybates_minor  Boulenger_1906
a  Brycinus_sadleri  Boulenger_1906
a  Caecomastacembelus_cunningtoni  Boulenger_1906
a  Callochromis_melanostigma  Boulenger_1906
a  Callochromis_pleurospilus  Boulenger_1906
a  Chelaethiops_minutus  Boulenger_1906
a  Clarias_alluaudi  Boulenger_1906
a  Clarias_werneri  Boulenger_1906
a  Ctenopoma_muriei  Boulenger_1906
a  Cunningtonia_longiventralis  Boulenger_1906
a  Cyphotilapia_frontosa  Boulenger_1906
a  Dinotopterus_cunningtoni  Boulenger_1906
a  Doumea_angolensis  Boulenger_1906
a  Haplochromis_cinereus  Boulenger_1906
a  Haplochromis_crassilabris  Boulenger_1906
a  Haplochromis_flavipinnis  Boulenger_1906
a  Haplochromis_granti  Boulenger_1906
a  Haplochromis_ishmaeli  Boulenger_1906
a  Haplochromis_lacrimosus  Boulenger_1906
a  Haplochromis_martini  Boulenger_1906
a  Haplochromis_microdon  Boulenger_1906
a  Haplochromis_nubilus  Boulenger_1906
a  Haplochromis_obesus  Boulenger_1906
a  Haplochromis_percoides  Boulenger_1906
a  Haplochromis_spekii  Boulenger_1906
a  Haplotaxodon_microlepis  Boulenger_1906
a  Hippopotamyrus_batesii  Boulenger_1906
a  Lamprologus_callipterus  Boulenger_1906
a  Lates_angustifrons  Boulenger_1906
a  Lepidiolamprologus_cunningtoni  Boulenger_1906
a  Limnothrissa_miodon  Boulenger_1906
a  Macropleurodus_bicolor  Boulenger_1906
a  Micropanchax_pumilus  Boulenger_1906
a  Mochokus_brevis  Boulenger_1906
a  Neochromis_nigricans  Boulenger_1906
a  Neolamprologus_mondabu  Boulenger_1906
a  Neolamprologus_multifasciatus  Boulenger_1906
a  Oreochromis_variabilis  Boulenger_1906
a  Phyllonemus_typus  Boulenger_1906
a  Platytaeniodus_degeni  Boulenger_1906
a  Pollimyrus_nigricans  Boulenger_1906
a  Synodontis_victoriae  Boulenger_1906
a  Trematocara_nigrifrons  Boulenger_1906
a  Varicorhinus_ansorgii  Boulenger_1906
a  Barbus_aspilus  Boulenger_1907
a  Barbus_callipterus  Boulenger_1907
a  Barbus_elephantis  Boulenger_1907
a  Barbus_trispilomimus  Boulenger_1907
a  Bathydraco_macrolepis  Boulenger_1907
a  Clarias_longior  Boulenger_1907
a  Haplochromis_swynnertoni  Boulenger_1907
a  Hemigrammocharax_ocellicauda  Boulenger_1907
a  Kribia_kribensis  Boulenger_1907
a  Labeo_ansorgii  Boulenger_1907
a  Labeo_ruddi  Boulenger_1907
a  Labeobarbus_johnstonii  Boulenger_1907
a  Labeobarbus_polylepis  Boulenger_1907
a  Pagetopsis_macropterus  Boulenger_1907
a  Serranochromis_angusticeps  Boulenger_1907
a  Synodontis_batesii  Boulenger_1907
a  Trematomus_scotti  Boulenger_1907
a  Barbus_altidorsalis  Boulenger_1908
a  Buccochromis_rhoadesii  Boulenger_1908
a  Champsochromis_caeruleus  Boulenger_1908
a  Chilotilapia_rhoadesii  Boulenger_1908
a  Copadichromis_chrysonotus  Boulenger_1908
a  Copadichromis_inornatus  Boulenger_1908
a  Dimidiochromis_compressiceps  Boulenger_1908
a  Fundulopanchax_arnoldi  Boulenger_1908
a  Labeobarbus_codringtonii  Boulenger_1908
a  Lacustricola_myaposae  Boulenger_1908
a  Lethrinops_macrophthalmus  Boulenger_1908
a  Mesobola_brevianalis  Boulenger_1908
a  Nimbochromis_venustus  Boulenger_1908
a  Otopharynx_auromarginatus  Boulenger_1908
a  Rhamphochromis_esox  Boulenger_1908
a  Sargochromis_codringtonii  Boulenger_1908
a  Scriptaphyosemion_liberiense  Boulenger_1908
a  Synodontis_pardalis  Boulenger_1908
a  Tramitichromis_brevis  Boulenger_1908
a  Arnoldichthys_spilopterus  Boulenger_1909
a  Clarias_jaensis  Boulenger_1909
a  Dormitator_pleurops  Boulenger_1909
a  Gobionellus_occidentalis  Boulenger_1909
a  Haplochromis_bayoni  Boulenger_1909
a  Hemigrammopetersius_pulcher  Boulenger_1909
a  Hippopotamyrus_macrops  Boulenger_1909
a  Labeo_weeksii  Boulenger_1909
a  Leptocypris_lujae  Boulenger_1909
a  Mormyrops_batesianus  Boulenger_1909
a  Ophisternon_afrum  Boulenger_1909
a  Parakneria_cameronensis  Boulenger_1909
a  Phenacogrammus_urotaenia  Boulenger_1909
a  Potamothrissa_obtusirostris  Boulenger_1909
a  Pseudocheirodon_arnoldi  Boulenger_1909
a  Alestes_ansorgii  Boulenger_1910
a  Amarginops_ansorgii  Boulenger_1910
a  Amarginops_bocagii  Boulenger_1910
a  Aphyosemion_ferranti  Boulenger_1910
a  Barbus_ensis  Boulenger_1910
a  Barbus_girardi  Boulenger_1910
a  Barbus_gulielmi  Boulenger_1910
a  Barbus_lucius  Boulenger_1910
a  Barbus_musumbi  Boulenger_1910
a  Barbus_rhinophorus  Boulenger_1910
a  Barbus_rocadasi  Boulenger_1910
a  Barbus_rosae  Boulenger_1910
a  Cynothrissa_ansorgii  Boulenger_1910
a  Enneacampus_ansorgii  Boulenger_1910
a  Hippopotamyrus_pappenheimi  Boulenger_1910
a  Kneria_ansorgii  Boulenger_1910
a  Marcusenius_brucii  Boulenger_1910
a  Petrocephalus_cunganus  Boulenger_1910
a  Phenacogrammus_ansorgii  Boulenger_1910
a  Raiamas_ansorgii  Boulenger_1910
a  Varicorhinus_ensifer  Boulenger_1910
a  Varicorhinus_latirostris  Boulenger_1910
a  Varicorhinus_steindachneri  Boulenger_1910
a  Varicorhinus_stenostoma  Boulenger_1910
a  Varicorhinus_varicostoma  Boulenger_1910
a  Ancharius_brevibarbis  Boulenger_1911
a  Aphyosemion_calliurum  Boulenger_1911
a  Aphyosemion_exiguum  Boulenger_1911
a  Aphyosemion_lujae  Boulenger_1911
a  Aphyosemion_striatum  Boulenger_1911
a  Arius_gigas  Boulenger_1911
a  Barbus_aboinensis  Boulenger_1911
a  Barbus_apleurogramma  Boulenger_1911
a  Barbus_chlorotaenia  Boulenger_1911
a  Barbus_macrops  Boulenger_1911
a  Barbus_paytonii  Boulenger_1911
a  Barbus_sexradiatus  Boulenger_1911
a  Barbus_somereni  Boulenger_1911
a  Barbus_wellmani  Boulenger_1911
a  Caecomastacembelus_batesii  Boulenger_1911
a  Caecomastacembelus_brevicauda  Boulenger_1911
a  Caecomastacembelus_ubangensis  Boulenger_1911
a  Chiloglanis_neumanni  Boulenger_1911
a  Epiplatys_ansorgii  Boulenger_1911
a  Epiplatys_grahami  Boulenger_1911
a  Epiplatys_longiventralis  Boulenger_1911
a  Fundulopanchax_batesii  Boulenger_1911
a  Fundulopanchax_gardneri  Boulenger_1911
a  Fundulopanchax_walkeri  Boulenger_1911
a  Haplochromis_chilotes  Boulenger_1911
a  Haplochromis_humilior  Boulenger_1911
a  Haplochromis_macrops  Boulenger_1911
a  Haplochromis_pallidus  Boulenger_1911
a  Haplochromis_parvidens  Boulenger_1911
a  Haplochromis_riponianus  Boulenger_1911
a  Labeo_batesii  Boulenger_1911
a  Labeo_nigricans  Boulenger_1911
a  Lebiasina_multimaculata  Boulenger_1911
a  Nannocharax_ansorgii  Boulenger_1911
a  Neochromis_simotes  Boulenger_1911
a  Parauchenoglanis_altipinnis  Boulenger_1911
a  Parauchenoglanis_ngamensis  Boulenger_1911
a  Pharyngochromis_darlingi  Boulenger_1911
a  Phractura_brevicauda  Boulenger_1911
a  Phractura_intermedia  Boulenger_1911
a  Pollimyrus_castelnaui  Boulenger_1911
a  Procatopus_cabindae  Boulenger_1911
a  Pseudobarbus_asper  Boulenger_1911
a  Pseudobarbus_burgi  Boulenger_1911
a  Pseudocurimata_lineopunctata  Boulenger_1911
a  Rhabdalestes_septentrionalis  Boulenger_1911
a  Schilbe_banguelensis  Boulenger_1911
a  Schilbe_marmoratus  Boulenger_1911
a  Serranochromis_longimanus  Boulenger_1911
a  Synodontis_annectens  Boulenger_1911
a  Synodontis_ansorgii  Boulenger_1911
a  Synodontis_budgetti  Boulenger_1911
a  Synodontis_macrostigma  Boulenger_1911
a  Synodontis_woosnami  Boulenger_1911
a  Tilapia_brevimanus  Boulenger_1911
a  Alestes_jacksonii  Boulenger_1912
a  Alestes_schoutedeni  Boulenger_1912
a  Amphilius_jacksonii  Boulenger_1912
a  Barbus_aspius  Boulenger_1912
a  Barbus_cardozoi  Boulenger_1912
a  Barbus_carens  Boulenger_1912
a  Barbus_mimus  Boulenger_1912
a  Barbus_roylii  Boulenger_1912
a  Congocharax_spilotaenia  Boulenger_1912
a  Labeo_percivali  Boulenger_1912
a  Lacustricola_katangae  Boulenger_1912
a  Mastacembelus_dayi  Boulenger_1912
a  Microctenopoma_ansorgii  Boulenger_1912
a  Neolebias_ansorgii  Boulenger_1912
a  Oreochromis_grahami  Boulenger_1912
a  Oreochromis_macrochir  Boulenger_1912
a  Varicorhinus_sandersi  Boulenger_1912
a  Barbus_lujae  Boulenger_1913
a  Barbus_tetrastigma  Boulenger_1913
a  Barbus_urotaenia  Boulenger_1913
a  Epiplatys_multifasciatus  Boulenger_1913
a  Haplochromis_lucullae  Boulenger_1913
a  Haplochromis_multiocellatus  Boulenger_1913
a  Haplochromis_stigmatogenys  Boulenger_1913
a  Kribia_uellensis  Boulenger_1913
a  Lacustricola_hutereaui  Boulenger_1913
a  Micropanchax_kingii  Boulenger_1913
a  Parananochromis_caudifasciatus  Boulenger_1913
a  Parauchenoglanis_longiceps  Boulenger_1913
a  Petrocephalus_hutereaui  Boulenger_1913
a  Pollimyrus_brevis  Boulenger_1913
a  Synodontis_steindachneri  Boulenger_1913
a  Bathybates_vittatus  Boulenger_1914
a  Caecomastacembelus_moeruensis  Boulenger_1914
a  Caecomastacembelus_stappersii  Boulenger_1914
a  Haplochromis_adolphifrederici  Boulenger_1914
a  Haplochromis_angustifrons  Boulenger_1914
a  Haplochromis_gracilior  Boulenger_1914
a  Haplochromis_graueri  Boulenger_1914
a  Haplochromis_pappenheimi  Boulenger_1914
a  Haplochromis_schubotzi  Boulenger_1914
a  Lacustricola_moeruensis  Boulenger_1914
a  Lates_stappersii  Boulenger_1914
a  Myomyrus_macrops  Boulenger_1914
a  Petrochromis_fasciolatus  Boulenger_1914
a  Raiamas_batesii  Boulenger_1914
a  Schubotzia_eduardianus  Boulenger_1914
a  Xenotilapia_ochrogenys  Boulenger_1914
a  Anomalochromis_thomasi  Boulenger_1915
a  Aphyosemion_christyi  Boulenger_1915
a  Barbus_brachygramma  Boulenger_1915
a  Barbus_brevidorsalis  Boulenger_1915
a  Barbus_leonensis  Boulenger_1915
a  Barbus_lukindae  Boulenger_1915
a  Barbus_pseudognathodon  Boulenger_1915
a  Barbus_stappersii  Boulenger_1915
a  Barbus_trachypterus  Boulenger_1915
a  Chiloglanis_elisabethianus  Boulenger_1915
a  Clarias_stappersii  Boulenger_1915
a  Epiplatys_annulatus  Boulenger_1915
a  Kneria_stappersii  Boulenger_1915
a  Nannocharax_luapulae  Boulenger_1915
a  Neobola_moeruensis  Boulenger_1915
a  Petrocephalus_squalostoma  Boulenger_1915
a  Pollimyrus_stappersii  Boulenger_1915
a  Synodontis_polystigma  Boulenger_1915
a  Synodontis_unicolor  Boulenger_1915
a  Barbus_loveridgii  Boulenger_1916
a  Barbus_toppini  Boulenger_1916
a  Kribia_leonensis  Boulenger_1916
a  Lentipes_bustamantaei  Boulenger_1916
a  Liauchenoglanis_maculatus  Boulenger_1916
a  Marcusenius_thomasi  Boulenger_1916
a  Notoglanidium_thomasi  Boulenger_1916
a  Pellonula_leonensis  Boulenger_1916
a  Pelvicachromis_humilis  Boulenger_1916
a  Sarotherodon_caudomarginatus  Boulenger_1916
a  Tilapia_margaritacea  Boulenger_1916
a  Tylochromis_intermedius  Boulenger_1916
a  Yongeichthys_thomasi  Boulenger_1916
a  Amarginops_stappersii  Boulenger_1917
a  Amphilius_natalensis  Boulenger_1917
a  Barbus_lufukiensis  Boulenger_1917
a  Barbus_taeniopleura  Boulenger_1917
a  Barbus_urostigma  Boulenger_1917
a  Bathybagrus_grandis  Boulenger_1917
a  Micralestes_vittatus  Boulenger_1917
a  Synodontis_dhonti  Boulenger_1917
a  Barbus_baudoni  Boulenger_1918
a  Amphilius_maesii  Boulenger_1919
a  Amphilius_opisthophthalmus  Boulenger_1919
a  Clariallabes_manyangae  Boulenger_1919
a  Synodontis_flavitaeniatus  Boulenger_1919
a  Telmatochromis_dhonti  Boulenger_1919
a  Amarginops_macropterus  Boulenger_1920
a  Atopochilus_christyi  Boulenger_1920
a  Barbus_citrinus  Boulenger_1920
a  Bryconaethiops_macrops  Boulenger_1920
a  Campylomormyrus_alces  Boulenger_1920
a  Campylomormyrus_christyi  Boulenger_1920
a  Chiloglanis_congicus  Boulenger_1920
a  Clarias_dhonti  Boulenger_1920
a  Hippopotamyrus_macroterops  Boulenger_1920
a  Labeo_degeni  Boulenger_1920
a  Labeo_dhonti  Boulenger_1920
a  Microsynodontis_christyi  Boulenger_1920
a  Nannocharax_procatopus  Boulenger_1920
a  Opsaridium_christyi  Boulenger_1920
a  Petrocephalus_christyi  Boulenger_1920
a  Petrocephalus_grandoculis  Boulenger_1920
a  Phractura_fasciata  Boulenger_1920
a  Caecobarbus_geertsii  Boulenger_1921
a  Alestes_peringueyi  Boulenger_1923
a  Hemigrammocharax_multifasciatus  Boulenger_1923
a  Bodianus_speciosus  Bowdich_1825
a  Chelon_bispinosus  Bowdich_1825
a  Chromis_triacantha  Bowdich_1825
a  Ethmalosa_fimbriata  Bowdich_1825
a  Parapristipoma_humile  Bowdich_1825
a  Pomadasys_incisus  Bowdich_1825
a  Pontinus_kuhlii  Bowdich_1825
a  Pseudotolithus_elongatus  Bowdich_1825
a  Trachurus_picturatus  Bowdich_1825
a  Melanochromis_heterochromis  Bowers_and_Stauffer_1993
a  Melanochromis_baliodigma  Bowers_and_Stauffer_1997
a  Melanochromis_benetos  Bowers_and_Stauffer_1997
a  Melanochromis_cyaneorhabdos  Bowers_and_Stauffer_1997
a  Melanochromis_dialeptos  Bowers_and_Stauffer_1997
a  Melanochromis_elastodema  Bowers_and_Stauffer_1997
a  Melanochromis_lepidiadaptes  Bowers_and_Stauffer_1997
a  Melanochromis_perileucos  Bowers_and_Stauffer_1997
a  Melanochromis_xanthodigma  Bowers_and_Stauffer_1997
a  Etheostoma_crossopterum  Braasch_and_Mayden_1985
a  Etheostoma_nigripinne  Braasch_and_Mayden_1985
a  Etheostoma_olivaceum  Braasch_and_Page_1979
a  Ogcocephalus_corniger  Bradbury_1980
a  Ogcocephalus_declivirostris  Bradbury_1980
a  Ogcocephalus_pantostictus  Bradbury_1980
a  Ogcocephalus_pumilus  Bradbury_1980
a  Ogcocephalus_rostellum  Bradbury_1980
a  Halieutopsis_andriashevi  Bradbury_1988
a  Halieutopsis_bathyoreos  Bradbury_1988
a  Halieutopsis_galatea  Bradbury_1988
a  Halieutopsis_ingerorum  Bradbury_1988
a  Malthopsis_gnoma  Bradbury_1998
a  Dibranchus_accinctus  Bradbury_1999
a  Dibranchus_tremendus  Bradbury_1999
a  Dibranchus_velutinus  Bradbury_1999
a  Solocisquama_carinata  Bradbury_1999
a  Dibranchus_cracens  Bradbury_McCosker_and_Long_1999
a  Dibranchus_discors  Bradbury_McCosker_and_Long_1999
a  Bryconamericus_sylvicola  Braga_1998
a  Potamorhina_squamoralevis  Braga_and_Azpelicueta_1983
a  Steindachnerina_biornata  Braga_and_Azpelicueta_1987
a  Leuciscus_lehmanni  Brandt_1852
a  Dolichopteryx_anascopa  Brauer_1901
a  Gigantura_chuni  Brauer_1901
a  Gigantura_indica  Brauer_1901
a  Winteria_telescopa  Brauer_1901
a  Astronesthes_cyaneus  Brauer_1902
a  Astronesthes_indicus  Brauer_1902
a  Astronesthes_splendidus  Brauer_1902
a  Bathophilus_ater  Brauer_1902
a  Bathophilus_indicus  Brauer_1902
a  Caulophryne_pelagica  Brauer_1902
a  Coelophrys_brevicaudata  Brauer_1902
a  Cyclothone_livida  Brauer_1902
a  Cyclothone_obscura  Brauer_1902
a  Cyclothone_pallida  Brauer_1902
a  Gigantactis_vanhoeffeni  Brauer_1902
a  Haplophryne_mollis  Brauer_1902
a  Linophryne_indica  Brauer_1902
a  Melanostomias_melanops  Brauer_1902
a  Melanostomias_valdiviae  Brauer_1902
a  Scopelarchus_analis  Brauer_1902
a  Stomias_longibarbatus  Brauer_1902
a  Talismania_longifilis  Brauer_1902
a  Diaphus_fulgens  Brauer_1904
a  Diaphus_luetkeni  Brauer_1904
a  Diaphus_splendidus  Brauer_1904
a  Lampanyctus_macropterus  Brauer_1904
a  Lampichthys_procerus  Brauer_1904
a  Notolychnus_valdiviae  Brauer_1904
a  Triphoturus_nigrescens  Brauer_1904
a  Barathronus_affinis  Brauer_1906
a  Barathronus_diaphanus  Brauer_1906
a  Bolinichthys_longipes  Brauer_1906
a  Borostomias_elucens  Brauer_1906
a  Cyclothone_alba  Brauer_1906
a  Diaphus_vanhoeffeni  Brauer_1906
a  Epigonus_macrops  Brauer_1906
a  Evermannella_indica  Brauer_1906
a  Gadella_edelmanni  Brauer_1906
a  Idiacanthus_atlanticus  Brauer_1906
a  Lampanyctus_tenuiformis  Brauer_1906
a  Lamprogrammus_brunswigi  Brauer_1906
a  Lepidophanes_gaussi  Brauer_1906
a  Paradiplospinus_gracilis  Brauer_1906
a  Paralepis_elongata  Brauer_1906
a  Rouleina_livida  Brauer_1906
a  Rouleina_nuda  Brauer_1906
a  Scopelopsis_multipunctatus  Brauer_1906
a  Symphurus_fuscus  Brauer_1906
a  Amphichthys_hildebrandi  Breder_1925
a  Characidium_marshi  Breder_1925
a  Rineloricaria_altipinnis  Breder_1925
a  Rivulus_chucunaque  Breder_1925
a  Apogon_townsendi  Breder_1927
a  Bathycongrus_dubius  Breder_1927
a  Myrophis_platyrhynchus  Breder_1927
a  Poecilopsetta_inermis  Breder_1927
a  Pseudogramma_gregoryi  Breder_1927
a  Saurida_caribbaea  Breder_1927
a  Saurida_suspicio  Breder_1927
a  Anchoa_mundeoloides  Breder_1928
a  Prognichthys_tringa  Breder_1928
a  Lophogobius_androsensis  Breder_1932
a  Alphestes_immaculatus  Breder_1936
a  Hypsopsetta_macrocephala  Breder_1936
a  Ophidion_iris  Breder_1936
a  Hemirhamphodon_chrysopunctatus  Brembach_1978
a  Dermogenys_vogti  Brembach_1982
a  Nomorhamphus_megarrhamphus  Brembach_1982
a  Amphiprion_frenatus  Brevoort_1856
a  Cololabis_saira  Brevoort_1856
a  Conger_myriaster  Brevoort_1856
a  Hypomesus_japonicus  Brevoort_1856
a  Oncorhynchus_masou  Brevoort_1856
a  Parahucho_perryi  Brevoort_1856
a  Aulichthys_japonicus  Brevoort_in_Gill_1862
a  Hydrocynus_tanzaniae  Brewster_1986
a  Chalinochromis_popelini  Brichard_1989
a  Neolamprologus_crassus  Brichard_1989
a  Neolamprologus_falcicula  Brichard_1989
a  Neolamprologus_gracilis  Brichard_1989
a  Neolamprologus_olivaceous  Brichard_1989
a  Neolamprologus_splendens  Brichard_1989
a  Gobiesox_aethus  Briggs_1951
a  Gobiesox_canidens  Briggs_1951
a  Gobiesox_crassicorpus  Briggs_1951
a  Gobiesox_daedaleus  Briggs_1951
a  Gobiesox_multitentaculus  Briggs_1951
a  Gobiesox_schultzi  Briggs_1951
a  Acyrtops_amplicirrus  Briggs_1955
a  Acyrtus_artius  Briggs_1955
a  Aspasmogaster_liorhyncha  Briggs_1955
a  Dellichthys_morelandi  Briggs_1955
a  Diplecogaster_ctenocrypta  Briggs_1955
a  Diplecogaster_megalops  Briggs_1955
a  Gastrocyathus_gracilis  Briggs_1955
a  Gobiesox_eugrammus  Briggs_1955
a  Gobiesox_milleri  Briggs_1955
a  Gobiesox_potamius  Briggs_1955
a  Gobiesox_stenocephalus  Briggs_1955
a  Lepadichthys_minor  Briggs_1955
a  Liobranchia_stria  Briggs_1955
a  Pherallodiscus_varius  Briggs_1955
a  Pherallodus_smithi  Briggs_1955
a  Rimicola_dimorpha  Briggs_1955
a  Rimicola_sila  Briggs_1955
a  Tomicodon_absitus  Briggs_1955
a  Tomicodon_australis  Briggs_1955
a  Tomicodon_boehlkei  Briggs_1955
a  Tomicodon_myersi  Briggs_1955
a  Tomicodon_vermiculatus  Briggs_1955
a  Prionotus_teaguei  Briggs_1956
a  Lecanogaster_chrysea  Briggs_1957
a  Opeatogenys_cadenati  Briggs_1957
a  Gobiesox_marijeanae  Briggs_1960
a  Lepadichthys_bolini  Briggs_1962
a  Gobiesox_lucayanus  Briggs_1963
a  Lepadichthys_lineatus  Briggs_1966
a  Arcos_decoris  Briggs_1969
a  Derilissus_nanus  Briggs_1969
a  Lepadichthys_caritus  Briggs_1969
a  Tomicodon_bidens  Briggs_1969
a  Tomicodon_prodomus  Briggs_1969
a  Discotrema_crinophila  Briggs_1976
a  Posidonichthys_hutchinsi  Briggs_1993
a  Lepadichthys_springeri  Briggs_2001
a  Tomicodon_reitzae  Briggs_2001
a  Rimicola_cabrilloi  Briggs_2002
a  Centrodraco_oregonus  Briggs_and_Berry_1959
a  Acanthurus_randalli  Briggs_and_Caldwell_1957
a  Lepadichthys_ctenion  Briggs_and_Link_1963
a  Lepadichthys_erythraeus  Briggs_and_Link_1963
a  Gobiesox_fluviatilis  Briggs_and_Miller_1960
a  Gobiesox_mexicanus  Briggs_and_Miller_1960
a  Thorichthys_meeki  Brind_1918
a  Diodon_eydouxii  Brisout_de_Barneville_1846
a  Tomicodon_chilensis  Brisout_de_Barneville_1846
a  Nettenchelys_dionisi  Brito_1989
a  Gobius_ateriformis  Brito_and_Miller_2001
a  Gobius_tetrophthalmus  Brito_and_Miller_2001
a  Astyanax_schubarti  Britski_1964
a  Leporinus_pachycheilus  Britski_1976
a  Cyphocharax_vanderi  Britski_1980
a  Merodontotus_tigrinus  Britski_1981
a  Phenacorhamdia_unifasciata  Britski_1993
a  Corumbataia_cuestae  Britski_1997
a  Corumbataia_tocantinensis  Britski_1997
a  Leporinus_bistriatus  Britski_1997
a  Leporinus_taeniofasciatus  Britski_1997
a  Leporinus_sexstriatus  Britski_and_Garavello_1980
a  Pseudotothyris_janeirensis  Britski_and_Garavello_1984
a  Leporinus_octomaculatus  Britski_and_Garavello_1993
a  Leporinus_reticulatus  Britski_and_Garavello_1993
a  Parotocinclus_jumbo  Britski_and_Garavello_2002
a  Hisonotus_insperatus  Britski_and_Garavello_2003
a  Pimelodus_paranaensis  Britski_and_Langeani_1988
a  Crenicichla_jupiaensis  Britski_and_Luengo_1968
a  Trichogenes_longipinnis  Britski_and_Ortega_1983
a  Moenkhausia_lopezi  Britski_and_Silimon_2001
a  Rasbora_bunguranensis  Brittan_1951
a  Rasbora_sarawakensis  Brittan_1951
a  Rasbora_hubbsi  Brittan_1954
a  Rasbora_tubbi  Brittan_1954
a  Sundadanio_axelrodi  Brittan_1976
a  Stygichthys_typhlops  Brittan_and_Bohlke_1965
a  Aspidoras_belenos  Britto_1998
a  Aspidoras_microgalaeus  Britto_1998
a  Aspidoras_depinnai  Britto_2000
a  Corydoras_difluviatilis  Britto_and_Castro_2002
a  Corydoras_tukano  Britto_and_Lima_2003
a  Otocinclus_tapirape  Britto_and_Moreira_2002
a  Aspidoras_velites  Britto_Lima_and_Moreira_2002
a  Carinotetraodon_imitator  Britz_&_Kottelat_1999
a  Danionella_mirifica  Britz_2003
a  Pseudolaguvia_tenebricosa  Britz_and_Ferraris_2003
a  Indostomus_crocodilus  Britz_and_Kottelat_1999
a  Indostomus_spinosus  Britz_and_Kottelat_1999
a  Sundasalanx_mekongensis  Britz_and_Kottelat_1999
a  Parasphaerichthys_lineatus  Britz_and_Kottelat_2002
a  Acanthemblemaria_balanorum  Brock_1940
a  Acanthemblemaria_macrospilus  Brock_1940
a  Axoclinus_storeyae  Brock_1940
a  Sicydium_fayae  Brock_1942
a  Plagiotremus_ewaensis  Brock_1948
a  Awaous_ocellaris  Broussonet_1782
a  Bothus_mancus  Broussonet_1782
a  Chaetodipterus_faber  Broussonet_1782
a  Forcipiger_longirostris  Broussonet_1782
a  Megalops_cyprinoides  Broussonet_1782
a  Polydactylus_plebeius  Broussonet_1782
a  Thryssa_setirostris  Broussonet_1782
a  Valenciennea_strigata  Broussonet_1782
a  Parosphromenus_allani  Brown_1987
a  Chaca_burmensis  Brown_and_Ferraris_1988
a  Vanneaugobius_dollfusi  Brownell_1978
